Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506
2020-10-01,WEC,NWS,XOM,HPQ,BF/B,CTRA,NWL,DE,GPC,LH,AES,AMAT,HBAN,ODFL,MOS,AMCR,APTV,ILMN,GRMN,LYB,AXP,VZ,AVGO,BA,CAT,JPM,CVX,KO,ABBV,DIS,EXR,FLT,PSX,GE,HD,IBM,CXO,JNJ,MCD,MRK,MMM,AWK,BAC,BKR,PFE,PG,T,NBL,TRV,RTX,ADI,WMT,CSCO,INTC,GM,MSFT,DG,CI,KMI,C,AIG,HON,MO,HCA,UAA,IP,HPE,ABT,AFL,APD,RCL,AEP,HES,ADM,ADP,VRSK,AZO,AVY,MSCI,BALL,CARR,BK,OTIS,BAX,BDX,BRK/B,BBY,BSX,BMY,FBIN,CPB,KSU,HLT,QRVO,CCL,LUMN,UDR,CLX,PAYC,CMS,CL,IPGP,CMA,CAG,ED,SLG,GLW,CMI,DHR,TGT,D,LNT,DOV,DUK,REG,ETN,ECL,RVTY,EMR,EOG,AON,ETR,EFX,IQV,IT,FDX,FMC,F,NEE,BEN,FCX,GPS,DXCM,GD,GIS,ATO,GWW,HAL,LHX,PEAK,CTLT,SYF,FTV,HSY,HRL,AJG,MDLZ,CNP,HUM,WTW,ITW,CDW,TT,IPG,IFF,9990213D,HBI,K,PRGO,BR,KMB,KIM,ORCL,KR,LEG,LEN,LLY,BBWI,CHTR,LNC,L,LOW,XRX,HST,IEX,MMC,MAS,SPGI,MDT,CVS,DD,MU,MSI,CBOE,MYL,NEM,NKE,NI,NSC,PFG,ES,NOC,WFC,NUE,PVH,OXY,OMC,OKE,RJF,PH,ROL,PPL,COP,PHM,PNW,PNC,PPG,PGR,PEG,RHI,EIX,SLB,SCHW,SHW,WST,SJM,AME,SNA,SO,TFC,LUV,WRB,SWK,PSA,ANET,SYY,CTVA,TXN,TXT,TMO,2078185D,TJX,GL,ULTA,JCI,UNP,KEYS,UNH,UNM,MRO,VAR,BIO,VTR,VFC,VNO,VMC,WY,WHR,WMB,ADBE,AMGN,AAPL,ADSK,CTAS,CMCSA,TAP,MAR,KLAC,MKC,PCAR,COST,FRCB,SYK,LW,TSN,AAL,CAH,CERN,CINF,PARA,DHI,FLS,EA,EXPD,FAST,XEL,MTB,FI,FITB,GILD,HAS,WELL,BIIB,NTRS,PKG,PAYX,PBCT,QCOM,ROP,ROST,IDXX,SBUX,FOXA,KEY,FOX,STT,NCLH,AOS,USB,GEN,TROW,WM,STZ,XLNX,XRAY,ZION,ALK,IVZ,INTU,MS,MCHP,HOLX,CB,CFG,ORLY,ALL,FLIR,EQR,BWA,INCY,SPG,TWTR,EMN,AVB,PRU,UPS,AIV,WBA,STE,MCK,LMT,COR,COF,WAT,DLTR,DRI,DPZ,NVR,NTAP,DXC,CTXS,DVA,HIG,IRM,EL,CDNS,TYL,UHS,ETFC,SWKS,NOV,DGX,ATVI,ROK,KHC,AMT,HFC,REGN,AMZN,JKHY,RL,BXP,APH,HWM,PXD,VLO,SNPS,WU,ETSY,CHRW,TDG,ACN,YUM,PLD,FE,VRSN,PWR,HSIC,AEE,ANSS,NVDA,SEE,CTSH,SIVBQ,ISRG,TTWO,RSG,EBAY,GS,SBAC,SRE,MCO,BKNG,FFIV,AKAM,MKTX,DVN,GOOGL,TFX,ALLE,NFLX,A,ELV,CME,JNPR,BLK,DTE,CE,NDAQ,PM,IR,CRM,HII,MET,UA,TPR,CSX,EW,AMP,ZBRA,FTI,ZBH,CBRE,MA,KMX,ICE,FIS,CMG,WYNN,LYV,AIZ,NRG,MNST,RF,EXPE,EVRG,DISCA,CF,APA,LDOS,GOOG,TEL,COO,DFS,LIN,V,MAA,XYL,MPC,AMD,TSCO,RMD,MTD,CPRT,FTNT,ALB,ESS,O,WRK,INFO,WAB,WDC,PEP,FANG,MXIM,NOW,CHD,DRE,FRT,MGM,JBHT,LRCX,MHK,PNR,VRTX,META,TMUS,URI,ARE,ABMD,DAL,UAL,STX,CNC,MLM,TER,PYPL,DISH,ALXN,DOW,EG,TDY,NWSA,EXC,GPN,CCI,AAP,ALGN,LKQ,NLSN,ZTS,DLR,EQIX,LVS,DISCK,
2020-11-01,WEC,NWS,XOM,HPQ,BF/B,CTRA,NWL,DE,GPC,LH,AES,AMAT,HBAN,ODFL,MOS,AMCR,APTV,ILMN,GRMN,LYB,AXP,VZ,AVGO,BA,CAT,JPM,CVX,KO,ABBV,DIS,EXR,FLT,PSX,GE,HD,IBM,CXO,JNJ,MCD,MRK,MMM,AWK,BAC,BKR,PFE,PG,T,TRV,RTX,ADI,WMT,CSCO,INTC,GM,MSFT,DG,CI,KMI,C,AIG,HON,MO,HCA,UAA,IP,HPE,ABT,AFL,APD,RCL,HES,ADM,ADP,VRSK,AZO,AVY,MSCI,BALL,CARR,BK,OTIS,BAX,BDX,BRK/B,BBY,BSX,BMY,FBIN,CPB,KSU,HLT,QRVO,CCL,LUMN,UDR,CLX,PAYC,CMS,CL,IPGP,CMA,CAG,ED,SLG,GLW,CMI,DHR,TGT,D,LNT,DOV,DUK,REG,ETN,ECL,RVTY,EMR,EOG,AON,ETR,EFX,IQV,IT,FDX,FMC,F,NEE,BEN,FCX,GPS,DXCM,GD,GIS,ATO,GWW,HAL,LHX,PEAK,CTLT,SYF,FTV,HSY,HRL,AJG,MDLZ,CNP,HUM,WTW,ITW,CDW,TT,IPG,IFF,9990213D,HBI,K,PRGO,BR,KMB,KIM,ORCL,KR,LEG,LEN,LLY,BBWI,CHTR,LNC,L,LOW,XRX,HST,IEX,MMC,MAS,SPGI,MDT,CVS,DD,MU,MSI,CBOE,MYL,NEM,NKE,NI,NSC,PFG,ES,NOC,WFC,NUE,PVH,OXY,OMC,OKE,RJF,PH,ROL,PPL,COP,PHM,PNW,PNC,PPG,PGR,PEG,RHI,EIX,SLB,SCHW,SHW,WST,SJM,AME,SNA,SO,TFC,LUV,WRB,SWK,PSA,ANET,SYY,CTVA,TXN,TXT,TMO,2078185D,TJX,GL,ULTA,JCI,UNP,KEYS,UNH,UNM,MRO,VAR,BIO,VTR,VFC,VNO,VMC,WY,WHR,WMB,ADBE,AMGN,AAPL,ADSK,CTAS,CMCSA,TAP,MAR,KLAC,MKC,PCAR,COST,FRCB,SYK,LW,TSN,AAL,CAH,CERN,CINF,PARA,DHI,FLS,EA,EXPD,FAST,XEL,MTB,FI,FITB,GILD,HAS,WELL,BIIB,NTRS,PKG,PAYX,PBCT,QCOM,ROP,ROST,IDXX,SBUX,FOXA,KEY,FOX,STT,NCLH,AOS,USB,GEN,TROW,WM,STZ,XLNX,XRAY,ZION,ALK,IVZ,INTU,MS,MCHP,HOLX,CB,CFG,ORLY,ALL,FLIR,EQR,BWA,INCY,SPG,TWTR,EMN,AVB,PRU,UPS,AIV,WBA,STE,MCK,LMT,COR,COF,WAT,DLTR,DRI,DPZ,NVR,NTAP,DXC,CTXS,DVA,HIG,IRM,EL,CDNS,TYL,UHS,SWKS,NOV,DGX,ATVI,ROK,KHC,AMT,HFC,REGN,AMZN,JKHY,RL,BXP,APH,HWM,PXD,VLO,SNPS,WU,ETSY,CHRW,TDG,ACN,YUM,PLD,FE,VRSN,PWR,HSIC,AEE,ANSS,NVDA,SEE,CTSH,SIVBQ,ISRG,TTWO,RSG,EBAY,GS,SBAC,SRE,MCO,BKNG,FFIV,AKAM,MKTX,DVN,GOOGL,TFX,ALLE,NFLX,A,ELV,CME,JNPR,BLK,DTE,CE,NDAQ,PM,IR,CRM,HII,MET,UA,TPR,CSX,EW,AMP,ZBRA,FTI,ZBH,CBRE,MA,KMX,ICE,FIS,CMG,WYNN,LYV,AIZ,NRG,MNST,RF,EXPE,EVRG,DISCA,CF,APA,LDOS,GOOG,TEL,COO,DFS,LIN,V,MAA,XYL,MPC,AMD,TSCO,RMD,MTD,CPRT,FTNT,ALB,ESS,O,WRK,INFO,WAB,POOL,WDC,PEP,FANG,MXIM,NOW,CHD,DRE,FRT,MGM,AEP,VNT,JBHT,LRCX,MHK,PNR,VRTX,META,TMUS,URI,ARE,ABMD,DAL,UAL,STX,CNC,MLM,TER,PYPL,DISH,ALXN,DOW,EG,TDY,NWSA,EXC,GPN,CCI,AAP,ALGN,LKQ,NLSN,ZTS,DLR,EQIX,LVS,DISCK,
2020-12-01,WEC,NWS,XOM,HPQ,BF/B,CTRA,NWL,DE,GPC,LH,AES,AMAT,HBAN,ODFL,MOS,AMCR,APTV,ILMN,GRMN,LYB,AXP,VZ,AVGO,BA,CAT,JPM,CVX,KO,ABBV,DIS,EXR,FLT,PSX,GE,HD,IBM,CXO,JNJ,MCD,MRK,MMM,AWK,BAC,BKR,PFE,PG,T,TRV,RTX,ADI,WMT,CSCO,INTC,GM,MSFT,DG,CI,KMI,C,AIG,HON,MO,HCA,UAA,IP,HPE,ABT,AFL,APD,RCL,HES,ADM,ADP,VRSK,AZO,AVY,MSCI,BALL,CARR,BK,OTIS,BAX,BDX,BRK/B,BBY,BSX,BMY,FBIN,CPB,KSU,HLT,QRVO,CCL,LUMN,UDR,CLX,PAYC,CMS,CL,IPGP,CMA,CAG,ED,SLG,GLW,CMI,DHR,TGT,D,LNT,DOV,DUK,REG,ETN,ECL,RVTY,EMR,EOG,AON,ETR,EFX,IQV,IT,FDX,FMC,F,NEE,BEN,FCX,GPS,DXCM,GD,GIS,ATO,GWW,HAL,LHX,PEAK,CTLT,SYF,FTV,HSY,HRL,AJG,MDLZ,CNP,HUM,WTW,ITW,CDW,TT,IPG,IFF,9990213D,HBI,K,PRGO,BR,KMB,KIM,ORCL,KR,LEG,LEN,LLY,BBWI,CHTR,LNC,L,LOW,XRX,IEX,MMC,MAS,SPGI,MDT,VTRS,CVS,DD,MU,MSI,CBOE,NEM,NKE,NI,NSC,PFG,ES,NOC,WFC,NUE,PVH,OXY,OMC,OKE,RJF,PH,ROL,PPL,COP,PHM,PNW,PNC,PPG,PGR,PEG,RHI,EIX,SLB,SCHW,SHW,WST,SJM,AME,SNA,SO,TFC,LUV,WRB,SWK,PSA,ANET,1844053D,SYY,CTVA,TXN,TXT,TMO,2078185D,TJX,GL,ULTA,JCI,UNP,KEYS,UNH,UNM,MRO,VAR,BIO,VTR,VFC,VNO,VMC,WY,WHR,WMB,ADBE,AMGN,AAPL,ADSK,CTAS,CMCSA,TAP,MAR,KLAC,MKC,PCAR,COST,FRCB,SYK,LW,TSN,AAL,CAH,CERN,CINF,PARA,DHI,FLS,EA,EXPD,FAST,XEL,MTB,FI,FITB,GILD,HAS,WELL,BIIB,NTRS,PKG,PAYX,PBCT,QCOM,ROP,ROST,IDXX,SBUX,FOXA,KEY,FOX,STT,NCLH,AOS,USB,GEN,TROW,WM,STZ,XLNX,XRAY,ZION,ALK,IVZ,INTU,MS,MCHP,HOLX,CB,CFG,ORLY,ALL,FLIR,EQR,BWA,HST,INCY,SPG,TWTR,EMN,AVB,PRU,UPS,AIV,WBA,STE,MCK,LMT,COR,COF,WAT,DLTR,DRI,DPZ,NVR,NTAP,DXC,CTXS,DVA,HIG,IRM,EL,CDNS,TYL,UHS,SWKS,NOV,DGX,ATVI,ROK,KHC,AMT,HFC,REGN,AMZN,JKHY,RL,BXP,APH,HWM,PXD,VLO,SNPS,WU,ETSY,CHRW,TDG,ACN,YUM,PLD,FE,VRSN,PWR,HSIC,AEE,ANSS,NVDA,SEE,CTSH,SIVBQ,ISRG,TTWO,RSG,EBAY,GS,SBAC,SRE,MCO,BKNG,FFIV,AKAM,MKTX,DVN,GOOGL,TFX,ALLE,NFLX,A,ELV,CME,JNPR,BLK,DTE,CE,NDAQ,PM,IR,CRM,HII,MET,UA,TPR,CSX,EW,AMP,ZBRA,FTI,ZBH,CBRE,MA,KMX,ICE,FIS,CMG,WYNN,LYV,AIZ,NRG,MNST,RF,EXPE,EVRG,DISCA,CF,APA,LDOS,GOOG,TEL,COO,DFS,LIN,V,MAA,XYL,MPC,AMD,TSCO,RMD,MTD,CPRT,FTNT,ALB,ESS,O,WRK,INFO,WAB,POOL,WDC,PEP,FANG,MXIM,NOW,CHD,DRE,FRT,MGM,AEP,VNT,JBHT,LRCX,MHK,PNR,VRTX,META,TMUS,URI,ARE,ABMD,DAL,UAL,STX,CNC,MLM,TER,PYPL,DISH,ALXN,DOW,EG,TDY,NWSA,EXC,GPN,CCI,AAP,ALGN,LKQ,NLSN,ZTS,DLR,EQIX,LVS,DISCK
2021-01-01,WEC,NWS,LYB,AXP,VZ,AVGO,BA,CAT,JPM,CVX,KO,ABBV,DIS,EXR,FLT,XOM,PSX,GE,HPQ,HD,IBM,JNJ,MCD,MRK,MMM,AWK,BAC,BKR,PFE,PG,T,TRV,RTX,ADI,WMT,CSCO,INTC,GM,MSFT,DG,CI,KMI,C,AIG,HON,MO,HCA,UAA,IP,HPE,ABT,AFL,APD,HES,ADM,ADP,VRSK,AZO,AVY,MSCI,BALL,CARR,BK,OTIS,BAX,BDX,BRK/B,BBY,BSX,BMY,FBIN,BF/B,CTRA,CPB,KSU,HLT,QRVO,LUMN,UDR,CLX,PAYC,CMS,NWL,CL,IPGP,CMA,CAG,ED,GLW,CMI,DHR,TGT,DE,D,LNT,DOV,DUK,REG,ETN,ECL,RVTY,EMR,EOG,AON,ETR,EFX,IQV,IT,FDX,FMC,F,NEE,BEN,FCX,GPS,DXCM,GD,GIS,GPC,ATO,GWW,HAL,LHX,PEAK,CTLT,SYF,FTV,HSY,HRL,AJG,MDLZ,CNP,HUM,WTW,ITW,CDW,TT,IPG,9990213D,HBI,K,PRGO,BR,KMB,KIM,ORCL,KR,LEG,LEN,LLY,BBWI,CHTR,LNC,L,LOW,XRX,IEX,MMC,MAS,SPGI,MDT,VTRS,CVS,MU,MSI,CBOE,LH,NEM,NKE,NI,NSC,PFG,ES,NOC,WFC,NUE,PVH,OXY,OMC,OKE,RJF,PH,ROL,PPL,PHM,PNW,PNC,PPG,PGR,PEG,RHI,EIX,SLB,SCHW,SHW,WST,SJM,AME,SNA,SO,TFC,LUV,WRB,SWK,PSA,ANET,SYY,CTVA,TXN,TXT,TMO,TJX,GL,ULTA,JCI,UNP,KEYS,UNH,UNM,MRO,VAR,BIO,VTR,VFC,VNO,VMC,WY,WHR,WMB,ADBE,AES,AMGN,AAPL,ADSK,CTAS,CMCSA,TAP,MAR,KLAC,MKC,PCAR,COST,FRCB,SYK,LW,TSN,AMAT,AAL,CAH,CERN,CINF,PARA,DHI,FLS,EA,EXPD,FAST,XEL,MTB,FI,FITB,GILD,HAS,HBAN,WELL,BIIB,NTRS,PKG,PAYX,PBCT,QCOM,ROP,ROST,IDXX,SBUX,FOXA,KEY,FOX,STT,AOS,USB,GEN,TROW,WM,STZ,XLNX,XRAY,ZION,ALK,IVZ,INTU,MCHP,HOLX,CB,CFG,ORLY,ALL,FLIR,EQR,BWA,HST,INCY,SPG,TWTR,EMN,AVB,PRU,UPS,WBA,STE,MCK,LMT,COR,COF,WAT,DLTR,DRI,DPZ,NVR,NTAP,DXC,CTXS,ODFL,DVA,HIG,IRM,EL,CDNS,TYL,UHS,SWKS,NOV,DGX,ATVI,ROK,KHC,AMT,HFC,REGN,AMZN,JKHY,RL,BXP,HWM,VLO,SNPS,WU,ETSY,CHRW,TDG,ACN,YUM,PLD,FE,VRSN,PWR,HSIC,AEE,ANSS,NVDA,SEE,CTSH,SIVBQ,ISRG,TTWO,RSG,EBAY,GS,SBAC,SRE,MCO,BKNG,FFIV,AKAM,MKTX,GOOGL,TFX,ALLE,NFLX,A,ELV,CME,JNPR,BLK,DTE,CE,NDAQ,PM,IR,CRM,HII,MET,UA,TPR,CSX,EW,AMP,ZBRA,ZBH,CBRE,MA,KMX,ICE,FIS,CMG,LYV,AIZ,NRG,MNST,RF,MOS,EXPE,EVRG,DISCA,CF,LDOS,GOOG,TEL,COO,DFS,LIN,V,MAA,XYL,MPC,AMD,TSCO,RMD,MTD,CPRT,FTNT,ESS,O,WRK,INFO,WAB,POOL,WDC,PEP,FANG,MXIM,NOW,CHD,DRE,FRT,MGM,AEP,JBHT,LRCX,MHK,PNR,VRTX,AMCR,META,TMUS,URI,ARE,ABMD,DAL,UAL,STX,CNC,MLM,TER,PYPL,TSLA,DISH,ALXN,DOW,EG,TDY,NWSA,EXC,GPN,CCI,APTV,AAP,ALGN,ILMN,LKQ,NLSN,GRMN,ZTS,DLR,EQIX,LVS,DISCK,CXO,RCL,CCL,SLG,IFF,DD,COP,2078185D,NCLH,MS,APH,PXD,DVN,FTI,WYNN,APA,ALB,VNT,
2021-02-01,WEC,NWS,LYB,AXP,VZ,AVGO,BA,CAT,JPM,CVX,KO,ABBV,DIS,EXR,FLT,XOM,PSX,GE,HPQ,HD,IBM,JNJ,MCD,MRK,MMM,AWK,BAC,BKR,PFE,PG,T,TRV,RTX,ADI,WMT,CSCO,INTC,GM,MSFT,DG,CI,KMI,C,AIG,HON,MO,HCA,UAA,IP,HPE,ABT,AFL,APD,HES,ADM,ADP,VRSK,AZO,ENPH,AVY,MSCI,BALL,CARR,BK,OTIS,BAX,BDX,BRK/B,BBY,BSX,BMY,FBIN,BF/B,CTRA,CPB,KSU,HLT,QRVO,LUMN,UDR,CLX,PAYC,CMS,NWL,CL,IPGP,CMA,CAG,ED,SLG,GLW,CMI,DHR,TGT,DE,D,LNT,DOV,DUK,REG,ETN,ECL,RVTY,EMR,EOG,AON,ETR,EFX,IQV,IT,FDX,FMC,F,NEE,BEN,FCX,GPS,DXCM,GD,GIS,GPC,ATO,GWW,HAL,LHX,PEAK,CTLT,SYF,FTV,HSY,HRL,AJG,MDLZ,CNP,HUM,WTW,ITW,CDW,TT,IPG,9990213D,HBI,K,PRGO,BR,KMB,KIM,ORCL,KR,LEG,LEN,LLY,BBWI,CHTR,LNC,L,LOW,XRX,IEX,MMC,MAS,SPGI,MDT,VTRS,CVS,MU,MSI,CBOE,LH,NEM,NKE,NI,NSC,PFG,ES,NOC,WFC,NUE,PVH,OXY,OMC,OKE,RJF,PH,ROL,PPL,COP,PHM,PNW,PNC,PPG,PGR,PEG,RHI,EIX,SLB,SCHW,SHW,WST,SJM,AME,SNA,SO,TFC,LUV,WRB,SWK,PSA,ANET,SYY,CTVA,TXN,TXT,TMO,TJX,GL,ULTA,JCI,UNP,KEYS,UNH,UNM,MRO,VAR,BIO,VTR,VFC,VNO,VMC,WY,WHR,WMB,ADBE,AES,AMGN,AAPL,ADSK,CTAS,CMCSA,TAP,MAR,KLAC,MKC,PCAR,COST,FRCB,SYK,LW,TSN,AMAT,AAL,CAH,CERN,CINF,PARA,DHI,FLS,EA,EXPD,FAST,XEL,MTB,FI,FITB,GILD,HAS,HBAN,WELL,BIIB,NTRS,PKG,PAYX,PBCT,QCOM,ROP,ROST,IDXX,SBUX,FOXA,KEY,FOX,STT,AOS,USB,GEN,TROW,WM,STZ,XLNX,XRAY,ZION,ALK,IVZ,INTU,MCHP,HOLX,CB,CFG,ORLY,ALL,FLIR,EQR,BWA,HST,INCY,SPG,TWTR,EMN,AVB,PRU,UPS,WBA,STE,MCK,LMT,COR,COF,WAT,DLTR,DRI,DPZ,NVR,NTAP,DXC,CTXS,ODFL,DVA,HIG,IRM,EL,CDNS,TYL,UHS,SWKS,NOV,DGX,ATVI,ROK,KHC,AMT,HFC,REGN,AMZN,JKHY,RL,BXP,HWM,PXD,VLO,SNPS,WU,ETSY,CHRW,TDG,ACN,YUM,PLD,FE,VRSN,PWR,HSIC,AEE,ANSS,NVDA,SEE,CTSH,SIVBQ,ISRG,TTWO,RSG,EBAY,GS,SBAC,SRE,MCO,BKNG,FFIV,AKAM,MKTX,DVN,GOOGL,TFX,ALLE,NFLX,A,TRMB,ELV,CME,JNPR,BLK,DTE,CE,NDAQ,PM,IR,CRM,HII,MET,UA,TPR,CSX,EW,AMP,ZBRA,ZBH,CBRE,MA,KMX,ICE,FIS,CMG,LYV,AIZ,NRG,MNST,RF,MOS,EXPE,EVRG,DISCA,CF,LDOS,GOOG,TEL,COO,DFS,LIN,V,MAA,XYL,MPC,AMD,TSCO,RMD,MTD,CPRT,FTNT,ESS,O,WRK,INFO,WAB,POOL,WDC,PEP,FANG,MXIM,NOW,CHD,DRE,FRT,MGM,AEP,VNT,JBHT,LRCX,MHK,PNR,VRTX,AMCR,META,TMUS,URI,ARE,ABMD,DAL,UAL,STX,CNC,MLM,TER,PYPL,TSLA,DISH,ALXN,DOW,EG,TDY,NWSA,EXC,GPN,CCI,APTV,AAP,ALGN,ILMN,LKQ,NLSN,GRMN,ZTS,DLR,EQIX,LVS,DISCK,RCL,CCL,IFF,DD,NCLH,MS,APH,FTI,WYNN,APA,ALB,
